month,day_of_week,food_category,order_platform,payment_method,time_slot,items_ordered,order_value,discount_percent,prep_time_mins,delivery_time_mins,is_repeat_customer,distance_km,driver_rating,weather_condition,kitchen_load,customer_complaint_history,payment_failed_attempt,promo_code_used,order_status
Jul-24,Wednesday,Biryani,Website,Wallet,Evening (5-8pm),3,1224.66,0,35,29,0,13.3,2.6,Cloudy,High,2,2,1,Cancelled
Aug-23,Tuesday,Chinese,Zomato,Cash on Delivery,Dinner (8-11pm),2,639.6,10,24,21,0,6.4,2.9,Clear,Medium,1,0,1,Delivered
Feb-23,Sunday,Desserts,Zomato,Wallet,Evening (5-8pm),2,215.24,15,8,40,0,16.5,5,Rainy,Very High,0,0,1,Delivered
May-23,Saturday,Healthy Bowls,Swiggy,Cash on Delivery,Morning (7-11am),3,691.05,25,19,16,0,5.2,4.9,Clear,Low,0,0,0,Delivered
Apr-23,Tuesday,Biryani,Swiggy,Credit Card,Evening (5-8pm),6,2452.86,25,25,29,0,17.6,2.5,Clear,High,0,0,0,Delivered
Jul-24,Wednesday,Desserts,Direct App,Wallet,Morning (7-11am),4,305.96,15,14,27,0,10.3,4.9,Clear,High,1,0,0,Delivered
Dec-23,Tuesday,Wraps & Rolls,Direct App,Credit Card,Morning (7-11am),3,511.68,0,12,33,0,23.5,4.1,Clear,High,1,0,0,Delivered
Apr-23,Sunday,Wraps & Rolls,Zomato,Credit Card,Morning (7-11am),1,207.55,5,12,17,0,4.3,4.7,Cloudy,Low,0,0,0,Delivered
Apr-23,Wednesday,Biryani,Swiggy,Credit Card,Late Night (11pm-2am),1,374.13,5,35,24,0,9.2,3.6,Clear,Very High,1,1,1,Cancelled
Jan-24,Saturday,Beverages,Swiggy,Wallet,Evening (5-8pm),3,388.77,10,3,43,0,3.7,3.8,Rainy,Low,0,0,1,Delivered
Feb-24,Thursday,South Indian,Direct App,Cash on Delivery,Lunch (11am-2pm),4,416.76,25,19,38,0,23.2,3.7,Clear,High,0,0,0,Delivered
Aug-23,Wednesday,Pasta,Zomato,UPI,Lunch (11am-2pm),4,1082.36,0,26,16,0,22.1,4.2,Clear,Medium,1,0,0,Refunded
Oct-24,Monday,Chinese,Website,Cash on Delivery,Afternoon (2-5pm),6,961.02,15,24,32,0,7.2,2.8,Clear,Medium,0,0,1,Delivered
Mar-23,Tuesday,Pasta,Swiggy,Wallet,Late Night (11pm-2am),3,1096.65,15,15,44,0,16.8,2.6,Clear,Medium,0,0,0,Delivered
Sep-23,Saturday,Pasta,Swiggy,Cash on Delivery,Afternoon (2-5pm),4,1338.24,0,16,43,0,20.6,3.3,Clear,Medium,0,0,0,Delivered
Jul-23,Tuesday,Chinese,Zomato,Wallet,Morning (7-11am),2,600.4,0,16,39,0,14.3,4.3,Clear,Low,1,0,1,Delivered
Feb-23,Tuesday,Beverages,Website,UPI,Late Night (11pm-2am),5,221.25,20,7,20,0,13.7,3,Clear,Low,0,0,1,Delivered
Jun-23,Saturday,Chinese,Zomato,Wallet,Dinner (8-11pm),2,424.24,0,16,23,0,6.8,4.2,Clear,Medium,0,1,0,Delivered
Jun-24,Thursday,South Indian,Direct App,UPI,Evening (5-8pm),4,795.4,20,12,36,0,3.2,4.9,Cloudy,High,0,0,1,Delivered
Dec-24,Tuesday,South Indian,Website,Wallet,Lunch (11am-2pm),6,945.42,0,22,32,0,22.5,2.7,Cloudy,High,1,0,0,Delivered
Oct-23,Friday,Chinese,Direct App,Credit Card,Afternoon (2-5pm),1,329.19,5,24,32,0,22.6,4.2,Clear,Low,1,0,1,Delivered
Feb-23,Tuesday,Chinese,Website,Wallet,Lunch (11am-2pm),2,399.16,20,20,50,0,16.2,3.6,Clear,Medium,0,0,0,Delivered
Jan-23,Monday,Chinese,Zomato,UPI,Afternoon (2-5pm),4,808.4,15,15,23,0,9.1,4.7,Stormy,Low,1,0,0,Delivered
Jul-23,Friday,Pasta,Swiggy,Debit Card,Lunch (11am-2pm),5,2440.4,5,21,37,0,9.4,2.9,Cloudy,Low,2,1,1,Cancelled
Mar-23,Friday,Desserts,Zomato,Credit Card,Dinner (8-11pm),3,307.98,5,13,17,0,18.4,4.2,Cloudy,High,0,0,0,Delivered
Feb-23,Friday,Burgers,Swiggy,Debit Card,Late Night (11pm-2am),1,211.66,5,15,45,0,22.5,4.6,Clear,High,1,1,1,Delivered
Dec-24,Sunday,Burgers,Website,Debit Card,Late Night (11pm-2am),4,1340.08,0,13,44,0,22.3,4.9,Rainy,Low,0,0,1,Delivered
May-23,Thursday,South Indian,Zomato,UPI,Afternoon (2-5pm),6,1530.84,25,20,22,0,19.7,4.2,Rainy,Medium,0,0,1,Delivered
Apr-23,Monday,Beverages,Swiggy,UPI,Lunch (11am-2pm),4,292.04,0,10,19,0,16.4,3.7,Cloudy,Low,0,0,1,Delivered
Dec-24,Thursday,Chinese,Zomato,Credit Card,Afternoon (2-5pm),3,1153.65,0,22,37,0,3,4,Stormy,High,1,1,0,Cancelled
Aug-23,Tuesday,South Indian,Direct App,Debit Card,Morning (7-11am),4,437,0,21,45,0,4.9,4.7,Clear,Very High,0,0,1,Delivered
May-23,Monday,Beverages,Direct App,Credit Card,Afternoon (2-5pm),1,123.75,0,5,22,0,22.6,3.9,Clear,Low,0,1,0,Delivered
Apr-24,Sunday,Desserts,Swiggy,Debit Card,Late Night (11pm-2am),1,116.72,15,12,24,0,15.6,2.6,Rainy,Medium,0,1,0,Cancelled
Nov-23,Sunday,Pasta,Swiggy,Debit Card,Late Night (11pm-2am),1,418.84,5,21,42,0,1.2,4.8,Rainy,High,0,1,1,Cancelled
Sep-24,Tuesday,Beverages,Direct App,Debit Card,Evening (5-8pm),4,279.08,20,9,15,0,3.4,4.2,Clear,Very High,1,0,0,Delivered
Mar-23,Tuesday,Beverages,Website,Wallet,Lunch (11am-2pm),5,212.25,0,7,20,0,16.9,4.2,Clear,Medium,2,0,0,Delivered
Sep-23,Sunday,South Indian,Direct App,UPI,Lunch (11am-2pm),1,94.11,15,21,42,0,1.1,3,Clear,Low,0,0,0,Delivered
Dec-24,Friday,Wraps & Rolls,Website,Debit Card,Morning (7-11am),4,917.68,10,15,33,0,4.9,4.1,Clear,Low,0,0,0,Delivered
Jan-23,Tuesday,Chinese,Zomato,Debit Card,Dinner (8-11pm),3,624.78,15,17,45,0,14.2,3.5,Rainy,Medium,0,0,1,Delivered
Oct-23,Friday,Desserts,Swiggy,Debit Card,Morning (7-11am),2,128.18,5,11,42,0,17.6,4.1,Cloudy,Medium,2,0,0,Delivered
May-24,Tuesday,Pizza,Zomato,UPI,Lunch (11am-2pm),4,1020.8,15,28,42,0,16.6,2.8,Clear,Low,1,0,0,Delivered
Mar-24,Tuesday,Pizza,Swiggy,Credit Card,Morning (7-11am),6,2527.98,25,17,23,0,6.4,4.1,Clear,Medium,1,0,1,Refunded
Oct-24,Saturday,South Indian,Website,Cash on Delivery,Late Night (11pm-2am),3,429.15,10,16,23,0,18.1,5,Clear,Low,0,0,0,Delivered
Feb-23,Thursday,Pasta,Website,Credit Card,Dinner (8-11pm),5,1318.75,5,16,20,0,6.7,2.6,Clear,High,0,0,0,Delivered
Jul-23,Monday,Biryani,Swiggy,Credit Card,Lunch (11am-2pm),3,633.42,5,29,36,0,8.8,4.9,Cloudy,Medium,1,0,0,Delivered
Sep-23,Sunday,Pizza,Website,Debit Card,Afternoon (2-5pm),6,3033.9,0,17,26,0,18.9,3.5,Stormy,Low,0,0,0,Delivered
Jan-23,Monday,South Indian,Swiggy,Credit Card,Evening (5-8pm),5,1325.8,10,15,20,0,16.6,4.7,Rainy,Medium,0,0,0,Delivered
Dec-23,Friday,Chinese,Swiggy,UPI,Late Night (11pm-2am),5,1718.9,10,21,30,0,21.4,4.5,Clear,Medium,0,0,1,Delivered
Jan-24,Wednesday,Wraps & Rolls,Swiggy,Credit Card,Morning (7-11am),6,1414.26,25,11,24,0,16.8,3.9,Rainy,Very High,0,0,0,Cancelled
Mar-23,Wednesday,Wraps & Rolls,Direct App,Wallet,Dinner (8-11pm),4,958.28,0,15,31,0,14.6,4.3,Rainy,Medium,1,0,1,Delivered
Dec-23,Wednesday,Burgers,Zomato,Credit Card,Lunch (11am-2pm),4,428.84,0,13,20,0,3.2,4.7,Rainy,Medium,0,0,1,Delivered
Apr-24,Monday,Wraps & Rolls,Direct App,Credit Card,Evening (5-8pm),3,771.42,5,8,32,0,9.8,3.5,Clear,High,0,0,1,Delivered
Dec-23,Friday,Chinese,Zomato,Credit Card,Morning (7-11am),3,1056.6,0,18,30,0,7.4,3.3,Clear,Medium,0,0,0,Delivered
Jul-23,Sunday,Desserts,Zomato,Wallet,Morning (7-11am),6,773.94,25,15,29,0,6.9,4.2,Clear,Very High,0,0,0,Delivered
Oct-24,Tuesday,South Indian,Zomato,Cash on Delivery,Evening (5-8pm),3,424.17,5,20,43,0,24.4,4.5,Clear,Medium,0,0,0,Delivered
Sep-24,Sunday,Burgers,Swiggy,Debit Card,Morning (7-11am),4,750.16,5,18,31,0,10.4,4.4,Clear,Medium,0,0,1,Delivered
Aug-24,Monday,South Indian,Zomato,Credit Card,Lunch (11am-2pm),6,810.18,10,15,30,0,22.4,4.5,Clear,Low,0,0,0,Delivered
Jul-24,Saturday,Pizza,Swiggy,UPI,Morning (7-11am),6,1481.28,5,30,34,0,16.1,3.6,Clear,Medium,0,0,0,Delivered
Feb-23,Wednesday,Biryani,Website,UPI,Evening (5-8pm),1,448.09,10,29,42,0,20.1,4.5,Cloudy,High,0,0,0,Delivered
Dec-23,Saturday,Pasta,Website,Cash on Delivery,Evening (5-8pm),1,194.11,15,28,29,0,13.1,2.8,Clear,High,2,0,0,Delivered
Nov-24,Friday,South Indian,Zomato,Wallet,Evening (5-8pm),3,261.27,10,15,18,0,14.8,3.9,Clear,Medium,0,0,0,Delivered
Feb-24,Thursday,Chinese,Website,Debit Card,Lunch (11am-2pm),6,971.82,20,28,36,0,12.8,2.5,Stormy,Medium,1,0,0,Delivered
Jul-23,Sunday,Healthy Bowls,Direct App,Cash on Delivery,Afternoon (2-5pm),4,1595.6,0,11,33,0,5.7,3.3,Stormy,High,2,0,0,Cancelled
Jul-23,Thursday,Biryani,Direct App,Debit Card,Dinner (8-11pm),3,730.41,5,27,61,0,18.3,3.4,Rainy,Very High,0,0,0,Cancelled
Aug-24,Thursday,South Indian,Swiggy,Credit Card,Late Night (11pm-2am),6,632.7,20,16,18,0,7.7,3.5,Stormy,Low,1,1,0,Cancelled
Jul-24,Monday,Desserts,Direct App,UPI,Lunch (11am-2pm),2,400.86,0,12,19,0,1.6,4.2,Cloudy,Medium,0,0,1,Delivered
Jun-23,Monday,Biryani,Swiggy,UPI,Afternoon (2-5pm),4,1203.32,15,26,32,0,16.5,3.5,Stormy,Medium,0,0,0,Delivered
Jun-24,Friday,Pasta,Swiggy,Cash on Delivery,Dinner (8-11pm),2,815.34,0,15,15,0,5.3,3.6,Clear,High,0,0,0,Delivered
Mar-23,Monday,Desserts,Website,UPI,Late Night (11pm-2am),1,197.9,15,6,50,0,23.6,3.1,Clear,Low,1,0,0,Delivered
Sep-23,Sunday,Healthy Bowls,Swiggy,Debit Card,Lunch (11am-2pm),4,1902.4,0,12,45,0,23.9,3.4,Clear,Medium,1,1,0,Cancelled
Nov-24,Saturday,Beverages,Website,Wallet,Dinner (8-11pm),2,161.94,0,9,38,0,23,3.1,Clear,High,0,0,1,Delivered
Aug-23,Tuesday,Biryani,Website,Debit Card,Dinner (8-11pm),6,1911.78,5,33,44,0,9.9,2.7,Clear,Low,0,0,0,Delivered
Dec-23,Wednesday,Desserts,Direct App,Credit Card,Late Night (11pm-2am),2,344.7,0,6,26,0,1.4,4,Cloudy,Medium,0,1,1,Delivered
Feb-24,Tuesday,Burgers,Swiggy,Credit Card,Late Night (11pm-2am),1,201.56,0,14,27,0,23.3,4.2,Rainy,Medium,0,0,1,Delivered
Jul-24,Tuesday,Pasta,Website,Wallet,Evening (5-8pm),3,1298.97,10,23,53,0,11.3,4,Cloudy,Medium,2,0,1,Refunded
Sep-23,Tuesday,Biryani,Website,Cash on Delivery,Dinner (8-11pm),2,876.56,10,21,33,0,24.2,3.7,Clear,Medium,0,2,0,Delivered
Feb-23,Thursday,Pasta,Swiggy,Debit Card,Afternoon (2-5pm),1,440.93,0,18,30,0,24.1,3.4,Rainy,Medium,0,0,0,Cancelled
Mar-23,Thursday,Biryani,Direct App,UPI,Evening (5-8pm),1,228.46,0,27,32,0,21.5,4.7,Cloudy,Low,0,0,1,Delivered
Jul-24,Friday,Burgers,Zomato,UPI,Morning (7-11am),1,215.48,5,14,37,0,8.1,3.8,Clear,Medium,1,0,0,Refunded
Jan-24,Monday,Healthy Bowls,Website,UPI,Late Night (11pm-2am),4,918.04,25,19,52,0,10.2,3.7,Cloudy,High,1,0,1,Delivered
Jul-24,Sunday,Beverages,Swiggy,UPI,Evening (5-8pm),6,550.68,0,3,33,0,21.4,2.6,Clear,High,0,0,1,Delivered
Mar-24,Sunday,Biryani,Zomato,Cash on Delivery,Lunch (11am-2pm),6,1544.82,0,26,32,0,8.6,3.4,Clear,Low,1,1,1,Cancelled
Oct-23,Monday,Biryani,Direct App,Debit Card,Dinner (8-11pm),6,2693.52,5,30,18,0,5.1,3.5,Stormy,Low,0,0,0,Delivered
Jan-24,Monday,South Indian,Swiggy,Debit Card,Late Night (11pm-2am),3,430.53,0,12,23,0,14.4,3.5,Clear,Medium,0,0,1,Delivered
May-23,Monday,Wraps & Rolls,Website,Debit Card,Afternoon (2-5pm),3,489.69,0,17,39,0,23.5,4,Clear,Medium,0,1,1,Delivered
Jul-23,Monday,Pasta,Zomato,Wallet,Lunch (11am-2pm),6,1790.34,15,27,19,0,17.7,3.8,Rainy,Medium,1,0,1,Refunded
Aug-24,Friday,Desserts,Direct App,Credit Card,Lunch (11am-2pm),6,724.68,15,8,21,0,14.7,4,Cloudy,High,1,0,0,Delivered
Jan-24,Sunday,Pizza,Swiggy,Cash on Delivery,Afternoon (2-5pm),6,1272.84,10,15,17,0,3.3,4.4,Clear,Low,0,0,0,Delivered
Jun-23,Friday,Biryani,Swiggy,Cash on Delivery,Afternoon (2-5pm),5,2247.9,0,26,17,0,15.8,4.5,Clear,Low,1,1,0,Delivered
Apr-23,Thursday,South Indian,Website,Credit Card,Dinner (8-11pm),1,94.66,15,17,30,0,24.8,4.3,Clear,Medium,0,1,0,Delivered
Jan-23,Thursday,Biryani,Swiggy,Cash on Delivery,Late Night (11pm-2am),4,1367.84,15,29,22,0,4.4,4.9,Cloudy,High,0,0,0,Delivered
Dec-24,Sunday,Beverages,Direct App,UPI,Afternoon (2-5pm),2,299.76,5,9,18,0,13.4,2.5,Clear,Low,0,0,1,Delivered
Nov-24,Saturday,Pasta,Swiggy,Credit Card,Evening (5-8pm),3,1074.27,25,20,32,0,22.1,3,Clear,High,0,0,0,Delivered
Jun-23,Monday,Chinese,Zomato,Credit Card,Evening (5-8pm),3,551.85,0,16,22,0,18.8,2.5,Stormy,Medium,1,1,1,Cancelled
Jul-24,Saturday,Healthy Bowls,Zomato,Cash on Delivery,Late Night (11pm-2am),4,1805.08,20,14,51,0,17.7,4.1,Cloudy,High,0,0,0,Delivered
Feb-24,Thursday,Biryani,Zomato,Debit Card,Evening (5-8pm),6,1890,0,28,17,0,17.9,4.7,Clear,High,1,0,0,Delivered
Aug-23,Wednesday,Chinese,Swiggy,Credit Card,Lunch (11am-2pm),3,924.51,25,28,32,0,9.6,3.1,Cloudy,Medium,1,1,0,Cancelled
Aug-24,Tuesday,Desserts,Direct App,Debit Card,Evening (5-8pm),4,279.64,20,9,17,0,8,4.8,Cloudy,Medium,0,0,0,Delivered
Apr-23,Thursday,Desserts,Swiggy,Debit Card,Morning (7-11am),3,306.84,5,11,35,0,20.4,2.7,Clear,Medium,1,0,1,Refunded
Mar-24,Saturday,Burgers,Website,UPI,Evening (5-8pm),6,1732.56,20,11,35,0,20.4,4.8,Clear,Medium,1,0,0,Delivered
Oct-23,Friday,Pizza,Zomato,Cash on Delivery,Afternoon (2-5pm),6,3249.84,0,28,32,0,21.8,3.4,Rainy,High,0,0,0,Cancelled
Jun-23,Monday,Beverages,Swiggy,Credit Card,Afternoon (2-5pm),6,879.24,0,4,20,0,22.9,2.8,Clear,High,0,0,0,Delivered
Oct-24,Friday,Pasta,Zomato,Cash on Delivery,Afternoon (2-5pm),4,1645.48,0,26,43,0,13.3,3.7,Cloudy,High,0,1,1,Delivered
Sep-23,Wednesday,Desserts,Direct App,Wallet,Evening (5-8pm),4,294.92,5,14,42,0,13,3.1,Clear,High,1,0,0,Delivered
Dec-24,Friday,Burgers,Zomato,Wallet,Afternoon (2-5pm),3,404.91,15,19,17,0,20.2,3.2,Clear,Medium,2,0,0,Cancelled
Oct-24,Wednesday,Wraps & Rolls,Zomato,Debit Card,Lunch (11am-2pm),3,565.62,15,8,23,0,16.6,3.3,Clear,Low,0,0,0,Delivered
Sep-23,Tuesday,Biryani,Direct App,Wallet,Morning (7-11am),4,800.84,0,24,32,0,17.8,4.5,Clear,High,2,0,0,Delivered
Jul-24,Tuesday,Biryani,Direct App,Debit Card,Dinner (8-11pm),3,1182.54,25,31,39,0,20.1,3.8,Clear,Medium,0,0,0,Delivered
Jul-24,Saturday,Burgers,Website,Debit Card,Morning (7-11am),5,912.75,5,14,33,0,22.4,3.3,Clear,High,0,0,1,Delivered
Jul-23,Wednesday,Healthy Bowls,Website,UPI,Lunch (11am-2pm),1,440.19,25,18,20,0,9.1,4,Rainy,Medium,1,1,0,Cancelled
Feb-23,Sunday,Wraps & Rolls,Direct App,Credit Card,Lunch (11am-2pm),5,1149.2,5,8,36,0,10,4.3,Stormy,Low,1,0,0,Delivered
Nov-24,Friday,Wraps & Rolls,Website,Debit Card,Afternoon (2-5pm),3,675.42,0,15,20,0,3.3,3.2,Rainy,Very High,0,0,0,Cancelled
Jan-24,Tuesday,South Indian,Swiggy,Debit Card,Dinner (8-11pm),6,578.04,0,20,31,0,14.9,3.5,Rainy,Low,0,0,0,Delivered
Nov-24,Sunday,Biryani,Zomato,Cash on Delivery,Afternoon (2-5pm),1,376.94,0,25,42,0,1.9,2.8,Clear,Very High,0,1,0,Cancelled
May-24,Friday,Desserts,Direct App,Cash on Delivery,Evening (5-8pm),3,229.65,15,14,43,0,12.2,3,Stormy,Very High,0,0,1,Cancelled
Aug-23,Sunday,Burgers,Zomato,Wallet,Late Night (11pm-2am),6,1938.12,0,20,20,0,14,4.2,Clear,High,0,0,1,Delivered
Jul-23,Tuesday,Pizza,Zomato,UPI,Morning (7-11am),3,983.1,0,27,29,0,7.9,3,Stormy,High,0,0,1,Delivered
Mar-23,Sunday,Desserts,Website,UPI,Morning (7-11am),6,712.68,5,10,28,0,15.2,3.8,Stormy,Medium,0,1,1,Cancelled
Apr-23,Sunday,Pasta,Website,Cash on Delivery,Afternoon (2-5pm),1,270.46,10,28,41,0,1.7,4.3,Cloudy,High,0,0,0,Delivered
Jun-23,Wednesday,Pizza,Direct App,Debit Card,Morning (7-11am),1,491.8,0,21,41,0,1.9,2.8,Stormy,Medium,1,0,0,Delivered
Mar-24,Thursday,Healthy Bowls,Direct App,Credit Card,Morning (7-11am),5,2320.05,0,18,23,0,20.7,3.9,Cloudy,Medium,0,0,0,Delivered
Sep-23,Tuesday,Pasta,Swiggy,Debit Card,Afternoon (2-5pm),5,2503.1,20,17,24,0,9.6,3.1,Clear,High,0,0,0,Delivered
Apr-23,Wednesday,Biryani,Zomato,Credit Card,Lunch (11am-2pm),4,1461.4,5,31,32,0,4,4.9,Clear,Medium,1,0,0,Delivered
Oct-24,Thursday,Chinese,Zomato,Wallet,Lunch (11am-2pm),2,396.44,5,24,20,0,13.5,3.7,Cloudy,Medium,1,0,0,Refunded
Mar-24,Monday,Biryani,Zomato,Credit Card,Afternoon (2-5pm),1,220.89,20,30,45,0,19.5,4.5,Clear,Medium,1,0,1,Delivered
Aug-24,Sunday,Chinese,Direct App,Debit Card,Lunch (11am-2pm),3,1149.15,0,19,39,0,6.2,3.9,Cloudy,Medium,1,2,1,Delivered
Sep-24,Wednesday,Pizza,Website,Credit Card,Dinner (8-11pm),4,2142.76,0,21,30,0,15.9,2.6,Stormy,High,0,1,1,Cancelled
Aug-24,Sunday,Healthy Bowls,Zomato,Debit Card,Late Night (11pm-2am),1,433.45,10,18,20,0,3,4.1,Clear,Medium,1,0,1,Delivered
Jan-23,Monday,Wraps & Rolls,Swiggy,Debit Card,Morning (7-11am),3,360.99,0,11,36,0,2.2,4.9,Rainy,Very High,1,1,0,Cancelled
Jan-23,Saturday,Beverages,Direct App,Cash on Delivery,Morning (7-11am),3,186.09,0,3,38,0,13.8,4,Stormy,High,1,0,0,Delivered
Mar-24,Wednesday,Beverages,Direct App,Debit Card,Lunch (11am-2pm),2,326.58,25,4,47,0,14,4.5,Stormy,High,0,0,1,Delivered
Feb-23,Thursday,Biryani,Website,UPI,Dinner (8-11pm),1,413.61,20,35,33,0,16.3,4.7,Stormy,Medium,0,0,0,Delivered
Aug-23,Saturday,Burgers,Direct App,Cash on Delivery,Lunch (11am-2pm),4,1143.48,25,17,30,0,18.4,3.1,Cloudy,High,1,0,0,Delivered
Feb-23,Saturday,Beverages,Zomato,Wallet,Lunch (11am-2pm),4,176.64,5,6,40,0,24.4,3,Stormy,Low,0,0,0,Cancelled
Sep-24,Tuesday,Beverages,Zomato,Debit Card,Dinner (8-11pm),2,338.18,0,8,59,0,13.4,4,Rainy,High,0,0,0,Delivered
Mar-23,Friday,Beverages,Zomato,Debit Card,Late Night (11pm-2am),4,221.6,10,8,45,0,8.8,3.5,Clear,Low,1,0,0,Delivered
Jan-23,Friday,Pizza,Swiggy,Credit Card,Lunch (11am-2pm),5,2271.75,15,19,27,0,20.1,4.6,Clear,High,0,0,0,Delivered
May-24,Saturday,Chinese,Website,UPI,Morning (7-11am),1,398.97,0,25,37,0,7.5,4.8,Cloudy,Very High,0,0,0,Delivered
Dec-24,Monday,Beverages,Direct App,UPI,Dinner (8-11pm),3,271.5,0,4,33,0,11.5,3.4,Clear,Medium,0,0,1,Delivered
May-23,Wednesday,Wraps & Rolls,Swiggy,Cash on Delivery,Evening (5-8pm),1,107.02,15,15,39,0,2.9,3.1,Cloudy,Medium,0,1,0,Cancelled
Jul-23,Tuesday,Desserts,Website,Debit Card,Afternoon (2-5pm),5,923.15,0,7,20,0,1.6,4.5,Cloudy,High,0,0,0,Delivered
Dec-23,Tuesday,Beverages,Swiggy,Cash on Delivery,Morning (7-11am),2,113.88,20,4,40,0,24.1,3.2,Clear,Medium,1,0,0,Delivered
Mar-24,Sunday,Biryani,Direct App,Credit Card,Lunch (11am-2pm),2,439.94,15,32,44,0,21.1,4.6,Cloudy,High,0,0,0,Delivered
May-24,Wednesday,Burgers,Website,UPI,Morning (7-11am),5,1354.3,15,20,17,0,17.7,3.6,Rainy,Low,0,0,1,Delivered
Jan-24,Monday,Beverages,Direct App,Wallet,Lunch (11am-2pm),1,115.86,15,8,17,0,10.8,4.2,Clear,Low,3,1,1,Cancelled
Sep-23,Friday,Biryani,Website,UPI,Morning (7-11am),5,2237.45,15,26,33,0,5.2,2.7,Clear,Very High,0,0,1,Delivered
Oct-24,Tuesday,Beverages,Zomato,Cash on Delivery,Morning (7-11am),4,517.68,0,10,54,0,4.8,4.1,Clear,High,0,0,0,Delivered
Sep-24,Sunday,South Indian,Direct App,UPI,Morning (7-11am),5,653.6,15,19,28,0,7,3.6,Clear,High,0,0,0,Delivered
Oct-23,Sunday,Healthy Bowls,Swiggy,Wallet,Lunch (11am-2pm),4,1317.84,0,10,21,0,14.2,4,Stormy,Medium,0,0,0,Delivered
Jun-23,Monday,Beverages,Website,Cash on Delivery,Evening (5-8pm),5,418.7,0,8,27,0,18.2,2.9,Clear,High,2,2,0,Cancelled
Mar-23,Saturday,Desserts,Direct App,Credit Card,Afternoon (2-5pm),5,882.55,10,11,44,0,16.8,4.3,Cloudy,Medium,0,0,0,Delivered
Jan-24,Friday,Wraps & Rolls,Swiggy,Credit Card,Lunch (11am-2pm),1,139.26,20,18,31,0,7.7,4.7,Clear,High,1,0,0,Delivered
Jul-24,Monday,Biryani,Zomato,Wallet,Dinner (8-11pm),2,803.06,0,26,22,0,23.9,3,Clear,High,0,0,0,Delivered
Nov-23,Sunday,Healthy Bowls,Direct App,Wallet,Afternoon (2-5pm),4,651.2,20,19,29,0,18.7,2.7,Rainy,Medium,1,0,1,Refunded
Jun-24,Wednesday,Beverages,Direct App,Cash on Delivery,Dinner (8-11pm),6,347.4,0,5,51,0,14.3,2.6,Cloudy,Medium,0,0,0,Delivered
Jul-24,Thursday,Pizza,Direct App,Debit Card,Dinner (8-11pm),2,520.14,10,22,45,0,15.7,4.1,Clear,Medium,0,0,1,Delivered
Feb-23,Thursday,Wraps & Rolls,Website,Wallet,Dinner (8-11pm),3,663.63,20,16,55,0,11.1,4,Clear,High,1,0,0,Refunded
Jul-24,Friday,Chinese,Direct App,Debit Card,Lunch (11am-2pm),1,406.2,10,19,36,0,6.9,3.9,Clear,Medium,0,0,0,Delivered
Jul-24,Sunday,Healthy Bowls,Direct App,Credit Card,Afternoon (2-5pm),6,2352.3,0,10,22,0,9.5,3.1,Clear,High,1,1,1,Cancelled
Dec-23,Wednesday,Wraps & Rolls,Website,Credit Card,Lunch (11am-2pm),3,652.92,20,9,25,0,19.2,3.5,Cloudy,Medium,0,0,1,Delivered
Aug-24,Thursday,Pasta,Direct App,Credit Card,Morning (7-11am),1,297.79,0,22,24,0,1.3,4,Clear,High,1,0,0,Delivered
Aug-24,Friday,Biryani,Swiggy,UPI,Morning (7-11am),2,557.78,15,30,16,0,3.8,3.7,Clear,High,1,0,0,Delivered
Feb-24,Sunday,Burgers,Direct App,Debit Card,Evening (5-8pm),3,951.12,10,15,30,0,2.1,5,Clear,Medium,1,0,0,Delivered
Mar-23,Saturday,Beverages,Website,Wallet,Lunch (11am-2pm),1,79.32,15,8,23,0,2,2.8,Stormy,Low,1,0,0,Delivered
Sep-23,Thursday,Desserts,Direct App,Wallet,Dinner (8-11pm),3,410.34,0,8,18,0,21.5,4.2,Stormy,Low,1,0,1,Delivered
Jul-23,Friday,Wraps & Rolls,Website,Wallet,Dinner (8-11pm),5,1173.1,10,12,21,0,17.9,3.5,Clear,High,0,0,1,Delivered
Jul-24,Tuesday,Burgers,Zomato,UPI,Lunch (11am-2pm),5,1222.05,0,16,35,0,12.4,3.6,Rainy,High,0,0,0,Delivered
Feb-24,Monday,Burgers,Zomato,Wallet,Afternoon (2-5pm),6,1828.8,20,11,21,0,3.3,4.3,Clear,Low,0,1,0,Delivered
Mar-23,Thursday,Wraps & Rolls,Website,UPI,Lunch (11am-2pm),3,733.41,15,9,42,0,12.8,4.2,Clear,High,0,0,0,Delivered
Jan-24,Tuesday,Pasta,Website,UPI,Afternoon (2-5pm),2,931.82,0,18,19,0,12.4,5,Rainy,Medium,1,0,0,Delivered
Aug-23,Saturday,South Indian,Swiggy,Cash on Delivery,Morning (7-11am),3,746.67,20,18,41,0,5.2,2.8,Stormy,Medium,1,0,1,Delivered
Apr-24,Saturday,Wraps & Rolls,Website,Cash on Delivery,Lunch (11am-2pm),4,934.84,5,13,29,0,11.4,2.8,Stormy,Very High,0,1,1,Cancelled
Jun-24,Thursday,Desserts,Zomato,Debit Card,Lunch (11am-2pm),2,314.14,0,6,37,0,10.6,4.3,Cloudy,Medium,0,1,0,Delivered
Aug-24,Sunday,Biryani,Website,Credit Card,Morning (7-11am),1,376.08,10,20,44,0,15.8,3.9,Clear,Medium,0,0,0,Delivered
